x,y,z,Ux,Uy,Uz,U_magnitude
4.825,0.05,0.06,-0.520003,0.0,-0.0691982,0.5245869907767825
4.875,0.05,0.06,-0.469274,0.0,-0.0825011,0.47647090003190123
4.925,0.05,0.06,-0.406259,0.0,-0.0993056,0.41822001060728786
4.975,0.05,0.06,-0.334524,0.0,-0.123991,0.3567633314355611
0.025,0.05,0.1,-2.7342,0.0,0.0973267,2.7359316743173414
0.075,0.05,0.1,-2.78829,0.0,0.0903609,2.789753791349482
0.125,0.05,0.1,-2.83115,0.0,0.0809855,2.832308064761009
0.175,0.05,0.1,-2.87128,0.0,0.0703237,2.872141058719382
0.225,0.05,0.1,-2.90665,0.0,0.0573241,2.9072152096019326
0.275,0.05,0.1,-2.93538,0.0,0.041798,2.935677573781562
0.325,0.05,0.1,-2.95597,0.0,0.0239893,2.956067341488433
0.375,0.05,0.1,-2.96727,0.0,0.00439273,2.9672732514847455
0.425,0.05,0.1,-2.96836,0.0,-0.0163774,2.968405179356545
0.475,0.05,0.1,-2.95881,0.0,-0.0377439,2.959050729218276
0.525,0.05,0.1,-2.93866,0.0,-0.0590256,2.939252731061989
0.575,0.05,0.1,-2.90816,0.0,-0.079461,2.9092453722780074
0.625,0.05,0.1,-2.86795,0.0,-0.0984324,2.8696386775811615
0.675,0.05,0.1,-2.81892,0.0,-0.115481,2.8212844287240872
0.725,0.05,0.1,-2.76213,0.0,-0.130296,2.765201472680788
0.775,0.05,0.1,-2.69873,0.0,-0.142693,2.7024997511838924
0.825,0.05,0.1,-2.62993,0.0,-0.152597,2.6343533645486894
0.875,0.05,0.1,-2.55695,0.0,-0.160017,2.561952135147923
0.925,0.05,0.1,-2.48099,0.0,-0.165032,2.4864727911489397
0.975,0.05,0.1,-2.40316,0.0,-0.167772,2.40900922156475
1.025,0.05,0.1,-2.32455,0.0,-0.16841,2.330642535997316
1.075,0.05,0.1,-2.24613,0.0,-0.167153,2.252341027089148
1.125,0.05,0.1,-2.16877,0.0,-0.164239,2.174979945199725
1.175,0.05,0.1,-2.09323,0.0,-0.159925,2.099330330968664
1.225,0.05,0.1,-2.02015,0.0,-0.154487,2.026048433692788
1.275,0.05,0.1,-1.95001,0.0,-0.148208,1.955634068879963
1.325,0.05,0.1,-1.88319,0.0,-0.141369,1.8884887530141659
1.375,0.05,0.1,-1.81989,0.0,-0.134238,1.824834089100705
1.425,0.05,0.1,-1.7602,0.0,-0.127059,1.7647798813112643
1.475,0.05,0.1,-1.70409,0.0,-0.120042,1.7083128547968023
1.525,0.05,0.1,-1.65142,0.0,-0.113354,1.6553057559605113
1.575,0.05,0.1,-1.60198,0.0,-0.107116,1.6055571487356033
1.625,0.05,0.1,-1.55549,0.0,-0.101406,1.55879194151625
1.675,0.05,0.1,-1.51164,0.0,-0.0962569,1.514701581301614
1.725,0.05,0.1,-1.47011,0.0,-0.091665,1.4729649976577854
1.775,0.05,0.1,-1.43058,0.0,-0.087596,1.433259291131929
1.825,0.05,0.1,-1.39277,0.0,-0.0839925,1.3953003307375262
1.875,0.05,0.1,-1.35642,0.0,-0.0807813,1.3588233273055368
1.925,0.05,0.1,-1.32131,0.0,-0.0778815,1.3236032804969358
1.975,0.05,0.1,-1.28728,0.0,-0.0752103,1.289475237306281
2.025,0.05,0.1,-1.2542,0.0,-0.072688,1.2563045750708703
2.075,0.05,0.1,-1.222,0.0,-0.0702413,1.2240170914761321
2.125,0.05,0.1,-1.19064,0.0,-0.0678057,1.1925691688755373
2.175,0.05,0.1,-1.16014,0.0,-0.0653274,1.1619778348965009
2.225,0.05,0.1,-1.13052,0.0,-0.0627644,1.1322609417918468
2.275,0.05,0.1,-1.10187,0.0,-0.0600865,1.1035070839746566
2.325,0.05,0.1,-1.07426,0.0,-0.0572752,1.0757857575442427
2.375,0.05,0.1,-1.04779,0.0,-0.0543228,1.0491972410847448
2.425,0.05,0.1,-1.02255,0.0,-0.0512317,1.0238325984187504
2.475,0.05,0.1,-0.998639,0.0,-0.0480132,0.9997925383274473
2.525,0.05,0.1,-0.976155,0.0,-0.044686,0.9771772728737607
2.575,0.05,0.1,-0.955174,0.0,-0.0412755,0.9560653937761004
2.625,0.05,0.1,-0.935759,0.0,-0.0378121,0.9365226430724513
2.675,0.05,0.1,-0.91796,0.0,-0.0343302,0.9186017223106213
2.725,0.05,0.1,-0.901805,0.0,-0.0308668,0.9023330966817298
2.775,0.05,0.1,-0.887307,0.0,-0.0274602,0.8877318147013995
2.825,0.05,0.1,-0.874454,0.0,-0.0241479,0.8747873565561004
2.875,0.05,0.1,-0.863215,0.0,-0.0209654,0.8634695618388409
2.925,0.05,0.1,-0.853539,0.0,-0.0179445,0.8537276085504382
2.975,0.05,0.1,-0.845353,0.0,-0.0151121,0.8454880662525107
3.025,0.05,0.1,-0.838568,0.0,-0.0124897,0.8386610061461603
3.075,0.05,0.1,-0.833081,0.0,-0.0100935,0.833142143516489
3.125,0.05,0.1,-0.828776,0.0,-0.00793431,0.8288139787981234
3.175,0.05,0.1,-0.825529,0.0,-0.0060187,0.8255509400337995
3.225,0.05,0.1,-0.823212,0.0,-0.00434951,0.8232234904211858
3.275,0.05,0.1,-0.821696,0.0,-0.0029268,0.8217012124697395
3.325,0.05,0.1,-0.82085,0.0,-0.00174855,0.8208518623522166
3.375,0.05,0.1,-0.820547,0.0,-0.000811409,0.8205474011862846
3.425,0.05,0.1,-0.820663,0.0,-0.000111093,0.8206630075193195
3.475,0.05,0.1,-0.821076,0.0,0.000359177,0.8210760785603959
3.525,0.05,0.1,-0.821675,0.0,0.000607035,0.8216752242318685
3.575,0.05,0.1,-0.822349,0.0,0.000638626,0.8223492479744648
3.625,0.05,0.1,-0.822992,0.0,0.000459479,0.8229921282642692
3.675,0.05,0.1,-0.823502,0.0,7.49983e-05,0.8235020034151374
3.725,0.05,0.1,-0.823781,0.0,-0.000509744,0.8237811577111639
3.775,0.05,0.1,-0.823734,0.0,-0.00129242,0.8237350138882384
3.825,0.05,0.1,-0.82327,0.0,-0.0022737,0.8232731397365578
3.875,0.05,0.1,-0.822299,0.0,-0.00345495,0.8223062580818065
3.925,0.05,0.1,-0.820729,0.0,-0.00483872,0.8207432635436239
3.975,0.05,0.1,-0.818468,0.0,-0.0064297,0.8184932547468489
4.025,0.05,0.1,-0.815424,0.0,-0.00823541,0.8154655858795442
4.075,0.05,0.1,-0.8115,0.0,-0.0102667,0.8115649420279871
4.125,0.05,0.1,-0.806595,0.0,-0.0125383,0.8066924463461214
4.175,0.05,0.1,-0.800605,0.0,-0.0150701,0.8007468226218635
4.225,0.05,0.1,-0.793415,0.0,-0.0178873,0.7936166062566294
4.275,0.05,0.1,-0.784902,0.0,-0.0210224,0.7851834759505322
4.325,0.05,0.1,-0.774932,0.0,-0.0245165,0.77531971688862
4.375,0.05,0.1,-0.763355,0.0,-0.0284216,0.7638839200896691
4.425,0.05,0.1,-0.750002,0.0,-0.0328035,0.7507190350698788
4.475,0.05,0.1,-0.734683,0.0,-0.0377456,0.7356519834870018
4.525,0.05,0.1,-0.717184,0.0,-0.0433547,0.7184932288254984
4.575,0.05,0.1,-0.69726,0.0,-0.0497677,0.6990338558062049
4.625,0.05,0.1,-0.674631,0.0,-0.057161,0.6770482745580259
4.675,0.05,0.1,-0.64897,0.0,-0.065768,0.6522940216834737
4.725,0.05,0.1,-0.619912,0.0,-0.0759099,0.6245423930062795
4.775,0.05,0.1,-0.587132,0.0,-0.0880198,0.5936930777902333
4.825,0.05,0.1,-0.550389,0.0,-0.102596,0.5598696192302276
4.875,0.05,0.1,-0.508786,0.0,-0.120197,0.5227910793089339
4.925,0.05,0.1,-0.459479,0.0,-0.142163,0.4809690946516211
4.975,0.05,0.1,-0.405677,0.0,-0.172646,0.44088600527233796
