x,y,z,Ux,Uy,Uz,U_magnitude
37.4167,0.05,0.0625,0.0104479,0.0,0.000753051,0.010475003590386067
37.5833,0.05,0.0625,0.00943555,0.0,0.00071165,0.009462349048994123
37.75,0.05,0.0625,0.00848309,0.0,0.000671351,0.008509613863936541
37.9167,0.05,0.0625,0.00758847,0.0,0.000632179,0.007614757200918556
38.0833,0.05,0.0625,0.00674963,0.0,0.000594193,0.006775733942396868
38.25,0.05,0.0625,0.00596447,0.0,0.000557485,0.005990466751942206
38.4167,0.05,0.0625,0.00523076,0.0,0.000522193,0.005256760952035864
38.5833,0.05,0.0625,0.0045461,0.0,0.000488507,0.004572271240756502
38.75,0.05,0.0625,0.00390784,0.0,0.000456689,0.0039344349414269135
38.9167,0.05,0.0625,0.00331296,0.0,0.000427093,0.0033403760854504097
39.0833,0.05,0.0625,0.00275799,0.0,0.000400175,0.0027868708026611137
39.25,0.05,0.0625,0.00223898,0.0,0.000376571,0.0022704266467871185
39.4167,0.05,0.0625,0.00175003,0.0,0.000356903,0.0017860528414100742
39.5833,0.05,0.0625,0.00128696,0.0,0.000337518,0.001330482785279088
39.75,0.05,0.0625,0.000894866,0.0,0.000330141,0.0009538229593782065
39.9167,0.05,0.0625,0.000221161,0.0,0.000327548,0.00039522130537839175
